active_days,heating_type,small_room_cnt,property_condition_type,balcony_area,trend_nmAr,nmAr,room_cnt,postcode,county,created_at,property_subtype,garden_access,view_type,elevator_type,nr,ad_view_cnt,property_type,orientation,city,property_area,property_floor,jelen_nmAr,price_created_at,building_floor_count,condition_mapping,condition_dummy,condition=_good,condition=_medium,condition=_missing_info,condition=_new_construction,condition=_novel,condition=_renewed,condition=_to_be_renovated,condition=_under_construction,heating_type=_central heating with own meter,heating_type=_district heating,heating_type=_electric,heating_type=_fan-coil,heating_type=_gas furnace,"heating_type=_gas furnace, circulating hot water",heating_type=_konvection gas burner,heating_type=_other,heating_type=_tile stove (gas),ker_code_from_postcode,time,year,month,day,daynum,ori_from_postcode,ori=_north,ori=_north-east,ori=_north-west,ori=_south,ori=_south-east,ori=_south-west,ori=_west,roman,emelet,emelet_epulet,emelet_median,tipp,tipp_arany
12.0,konvection gas burner,0.0,novel,0.0,399835.9657746621,472500.0,1.0,6,Budapest,2016-01-26,1,0,0,0,260170,34.0,flat,north-east,Budapest VI.,40.0,2,536867.1525261018,18.9,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.0,2016-01-26,2016,1,26,351,north-east,0,1,0,0,0,0,0,VI,2.0,2.0,2.0,669945.6849427129,0.8013592214897381
5.0,"gas furnace, circulating hot water",0.0,missing_info,0.0,323428.95336906746,498333.3333333333,3.0,5,Budapest,2015-03-29,1,0,1,1,33851,156.0,flat,,Budapest V.,60.0,3,699983.6881749973,29.9,,6,missing_info,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,2015-03-29,2015,3,29,48,west,0,0,0,0,0,0,1,V,3.0,3.0,3.0,830809.9418777815,0.8425316704719576
42.0,central heating,2.0,novel,1.0,431861.34721199056,461538.46153846156,1.0,13,Budapest,2016-06-01,1,0,2,0,358231,285.0,flat,west,Budapest XIII.,65.0,2,485523.7065750863,30.0,4,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,2016-06-01,2016,6,1,478,west,0,0,0,0,0,0,1,XIII,2.0,4.0,2.0,572761.3847802649,0.8476893161387851
23.0,central heating,2.0,good,5.0,323681.1217268417,300000.0,1.0,3,Budapest,2015-03-30,0,0,1,1,34437,314.0,flat,west,Budapest III.,50.0,1,421066.5688164143,15.0,5,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2015-03-30,2015,3,30,49,west,0,0,0,0,0,0,1,III,1.0,5.0,1.0,531128.8160941243,0.7927767352426887
50.0,district heating,0.0,good,0.0,436652.5460097011,308888.8888888889,2.0,15,Budapest,2016-06-20,2,0,0,1,369472,70.0,flat,,Budapest XV.,45.0,8,321375.79711611423,13.9,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.0,2016-06-20,2016,6,20,497,south-west,0,0,0,0,0,1,0,XV,8.0,8.0,8.0,343145.78002481867,0.9365576260120994
29.0,konvection gas burner,0.0,good,0.0,400088.13413243636,363333.3333333333,1.0,0,Budapest,2016-01-27,1,0,3,0,261471,1509.0,flat,south-east,Budapest VII.,30.0,3,412568.86387673713,10.9,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2016-01-27,2016,1,27,352,south-east,0,0,0,0,1,0,0,VII,3.0,3.0,3.0,527076.2583948208,0.7827498531866923
39.0,"gas furnace, circulating hot water",1.0,novel,0.0,444469.7651007025,538461.5384615385,2.0,0,Budapest,2016-07-21,1,0,0,0,384301,36.0,flat,,Budapest VI.,65.0,1,550375.8145924677,35.0,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,2016-07-21,2016,7,21,528,south-east,0,0,0,0,1,0,0,VI,1.0,1.0,1.0,650431.0857328101,0.8461708344895373
22.0,konvection gas burner,1.0,renewed,0.0,368062.7526951079,331111.1111111111,1.0,7,Budapest,2015-09-22,1,0,3,0,167675,271.0,flat,north-west,Budapest VII.,45.0,2,408694.47053897876,14.9,3,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-09-22,2015,9,22,225,north-west,0,0,1,0,0,0,0,VII,2.0,3.0,2.0,516176.6419945656,0.7917725005140421
12.0,district heating,1.0,medium,0.0,443713.26002737985,342857.14285714284,1.0,15,Budapest,2016-07-18,2,0,0,1,383026,37.0,flat,south-east,Budapest XV.,35.0,7,351040.8612155371,12.0,,4,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.0,2016-07-18,2016,7,18,525,south-east,0,0,0,0,1,0,0,XV,7.0,7.0,7.0,373280.4082411181,0.9404213386650192
4.0,konvection gas burner,1.0,renewed,0.0,328976.6572401007,340000.0,0.0,9,Budapest,2015-04-20,1,0,3,0,48719,243.0,flat,west,Budapest IX.,25.0,0,469527.1508142034,8.5,3,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.0,2015-04-20,2015,4,20,70,west,0,0,0,0,0,0,1,IX,0.0,3.0,0.0,511602.0103213444,0.9177586118539425
25.0,district heating,2.0,novel,0.0,352428.314513105,263636.36363636365,1.0,0,Budapest,2015-07-22,2,0,0,1,120434,72.0,flat,west,Budapest XIV.,55.0,5,339845.4008690231,14.5,,2,novel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14.0,2015-07-22,2015,7,22,163,west,0,0,0,0,0,0,1,XIV,5.0,5.0,5.0,385894.19130226853,0.8806699051938419
10.0,tile stove (gas),0.0,to_be_renovated,0.0,321159.4381490993,331666.6666666667,2.0,1,Budapest,2015-03-20,1,0,1,1,28131,889.0,flat,,Budapest I.,60.0,2,469167.6009936335,19.9,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,2015-03-20,2015,3,20,39,east,0,0,0,0,0,0,0,I,2.0,2.0,2.0,593642.4575660158,0.7903201582266544
23.0,district heating,2.0,good,3.0,438669.89287189505,270769.23076923075,2.0,3,Budapest,2016-06-28,2,0,1,1,373651,187.0,flat,west,Budapest III.,65.0,4,280419.59626920876,17.6,4.0,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,2016-06-28,2016,6,28,505,west,0,0,0,0,0,0,1,III,4.0,10.0,4.0,317011.49353316915,0.8845723325166072
34.0,konvection gas burner,0.0,to_be_renovated,3.0,431861.34721199056,276923.07692307694,3.0,13,Budapest,2016-06-01,2,0,4,1,358269,1299.0,flat,south,Budapest XIII.,65.0,9,291314.2239450518,18.0,9.0,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.0,2016-06-01,2016,6,1,478,south,0,0,0,1,0,0,0,XIII,9.0,10.0,9.0,343475.8224604059,0.8481360401389911
2.0,konvection gas burner,0.0,medium,0.0,430096.1687075709,253333.33333333334,1.0,8,Budapest,2016-05-25,1,0,0,0,352783,26.0,flat,west,Budapest VIII.,30.0,0,267592.31750307896,7.6,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2016-05-25,2016,5,25,471,west,0,0,0,0,0,0,1,VIII,0.0,0.0,0.0,347307.10607235774,0.7704775192458312
5.0,central heating,0.0,renewed,0.0,427070.14841428003,484285.71428571426,2.0,0,Budapest,2016-05-13,1,0,4,1,345870,47.0,flat,west,Budapest II.,70.0,6,515168.5227460723,33.9,6.0,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2016-05-13,2016,5,13,459,west,0,0,0,0,0,0,1,II,6.0,10.0,6.0,637282.7593661803,0.8083829590156203
53.0,konvection gas burner,0.0,good,0.0,373106.1198505927,247500.0,1.0,8,Budapest,2015-10-12,1,0,0,0,185505,45.0,flat,north-east,Budapest VIII.,40.0,1,301362.84545765567,9.9,5,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2015-10-12,2015,10,12,245,north-east,0,1,0,0,0,0,0,VIII,1.0,5.0,1.0,389459.73083052994,0.7737971903153991
68.0,konvection gas burner,0.0,good,0.0,379158.16043717443,630000.0,1.0,5,Budapest,2015-11-05,1,0,1,1,204711,722.0,flat,south-east,Budapest V.,30.0,3,754861.0538513787,18.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,2015-11-05,2015,11,5,269,south-east,0,0,0,0,1,0,0,V,3.0,3.0,3.0,877193.226749334,0.8605413617347586
15.0,konvection gas burner,0.0,good,0.0,351923.97779755655,257142.85714285713,2.0,0,Budapest,2015-07-20,1,0,0,0,119022,68.0,flat,north,Budapest VIII.,35.0,2,331949.85584862536,9.0,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2015-07-20,2015,7,20,161,north,1,0,0,0,0,0,0,VIII,2.0,3.0,2.0,400929.98332721554,0.827949691100322
19.0,electric,1.0,good,0.0,426817.98005650577,300000.0,1.0,0,Budapest,2016-05-12,1,0,1,0,345092,128.0,flat,west,Budapest VIII.,40.0,0,319319.4890668054,12.0,3,1,good,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,2016-05-12,2016,5,12,458,west,0,0,0,0,0,0,1,VIII,0.0,3.0,0.0,402087.9166510661,0.7941534073601929
2.0,konvection gas burner,0.0,to_be_renovated,0.0,416731.2457455362,451428.5714285714,1.0,0,Budapest,2016-04-02,1,0,2,0,312593,190.0,flat,north-west,Budapest II.,35.0,0,492130.0172598605,15.8,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,2016-04-02,2016,4,2,418,north-west,0,0,1,0,0,0,0,II,0.0,0.0,0.0,524349.5432795824,0.9385533439808061
14.0,district heating,2.0,good,4.0,406644.5114345666,291666.6666666667,1.0,0,Budapest,2016-02-22,2,0,4,1,283692,118.0,flat,south-east,Budapest XIII.,60.0,9,325850.77669747855,17.5,9.0,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2016-02-22,2016,2,22,378,south-east,0,0,0,0,1,0,0,XIII,9.0,10.0,9.0,392375.53980508243,0.8304563960825618
1.0,"gas furnace, circulating hot water",2.0,novel,0.0,334272.1927533598,415000.0,1.0,12,Budapest,2015-05-11,1,0,3,1,64499,108.0,flat,south,Budapest XII.,60.0,3,564020.2848894395,24.9,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.0,2015-05-11,2015,5,11,91,south,0,0,0,1,0,0,0,XII,3.0,3.0,3.0,647106.7379750732,0.8716031711466521
27.0,central heating with own meter,0.0,novel,6.0,358228.18674191256,522500.0,1.0,0,Budapest,2015-08-14,1,0,1,1,138283,616.0,flat,east,Budapest XI.,40.0,4,662633.544095398,20.9,7,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11.0,2015-08-14,2015,8,14,186,east,0,0,0,0,0,0,0,XI,4.0,7.0,4.0,714131.2397726591,0.9278876307194527
21.0,district heating,0.0,missing_info,0.0,428583.15856092545,387500.0,1.0,4,Budapest,2016-05-19,1,0,0,0,349150,19.0,flat,,Budapest IV.,40.0,,410755.59029079287,15.5,,6,missing_info,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2016-05-19,2016,5,19,465,east,0,0,0,0,0,0,0,IV,4.0,4.0,2.0,456679.19299041794,0.8994401246991154
30.0,central heating with own meter,2.0,novel,4.0,327463.6470934553,289090.9090909091,1.0,18,Budapest,2015-04-14,1,0,2,1,44852,47.0,flat,south,Budapest XVIII.,55.0,1,401068.18950448785,15.9,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.0,2015-04-14,2015,4,14,64,south,0,0,0,1,0,0,0,XVIII,1.0,1.0,1.0,435930.61218637874,0.9200275876313413
10.0,konvection gas burner,0.0,medium,0.0,410174.86844340595,376666.6666666667,1.0,7,Budapest,2016-03-07,1,0,0,0,294882,83.0,flat,south-west,Budapest VII.,30.0,0,417191.08408493845,11.3,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2016-03-07,2016,3,7,392,south-west,0,0,0,0,0,1,0,VII,0.0,0.0,0.0,458581.3795027504,0.9097427473773743
44.0,"gas furnace, circulating hot water",0.0,good,0.0,403366.32278350147,331666.6666666667,1.0,7,Budapest,2016-02-09,1,0,0,0,272343,49.0,flat,south-west,Budapest VII.,60.0,0,373550.28077975963,19.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,2016-02-09,2016,2,9,365,south-west,0,0,0,0,0,1,0,VII,0.0,0.0,0.0,477206.51370368665,0.7827853770908697
116.0,konvection gas burner,0.0,to_be_renovated,0.0,326959.31037790683,164285.7142857143,2.0,0,Budapest,2015-04-12,1,0,1,0,42926,313.0,flat,north-west,Budapest VIII.,70.0,0,228272.17076038488,11.5,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.0,2015-04-12,2015,4,12,62,north-west,0,0,1,0,0,0,0,VIII,0.0,0.0,0.0,262788.31235397665,0.8686541981855782
112.0,konvection gas burner,0.0,renewed,0.0,341585.07512881275,343636.36363636365,2.0,7,Budapest,2015-06-09,1,0,3,1,87719,178.0,flat,south-west,Budapest VII.,55.0,4,457032.5218358576,18.9,,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-06-09,2015,6,9,120,south-west,0,0,0,0,0,1,0,VII,4.0,4.0,4.0,513525.3394448479,0.889990204436528
1.0,konvection gas burner,0.0,missing_info,4.0,410427.03680118016,252727.27272727274,2.0,0,Budapest,2016-03-08,1,0,0,0,295913,29.0,flat,,Budapest XXI.,55.0,,279745.44628028147,13.9,,6,missing_info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0,2016-03-08,2016,3,8,393,east,0,0,0,0,0,0,0,XXI,4.0,4.0,2.0,318125.52983240277,0.879355537506402
3.0,district heating,1.0,medium,5.0,423287.6230476664,240000.0,2.0,15,Budapest,2016-04-28,2,0,0,1,334482,110.0,flat,,Budapest XV.,55.0,3,257586.1743083787,13.2,3.0,4,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.0,2016-04-28,2016,4,28,444,south-west,0,0,0,0,0,1,0,XV,3.0,10.0,3.0,273060.5885083091,0.9433297412692732
26.0,konvection gas burner,1.0,good,0.0,333515.68768003705,397777.77777777775,1.0,6,Budapest,2015-05-08,1,0,3,1,62714,46.0,flat,north,Budapest VI.,45.0,1,541840.081042329,17.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,2015-05-08,2015,5,8,88,north,1,0,0,0,0,0,0,VI,1.0,1.0,1.0,630617.4340779097,0.8592215371187903
7.0,"gas furnace, circulating hot water",0.0,good,8.0,339819.89662439306,336923.07692307694,2.0,0,Budapest,2015-06-02,1,0,1,0,81456,45.0,flat,south,Budapest XIII.,65.0,1,450431.58037136553,21.9,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0,2015-06-02,2015,6,2,113,south,0,0,0,1,0,0,0,XIII,1.0,3.0,1.0,559936.7026579756,0.8044330336504147
81.0,district heating,1.0,renewed,0.0,394540.4302614031,314285.71428571426,1.0,15,Budapest,2016-01-05,2,0,1,1,242863,1084.0,flat,south-west,Budapest XV.,35.0,7,361892.8511173569,11.0,7.0,3,renewed,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15.0,2016-01-05,2016,1,5,330,south-west,0,0,0,0,0,1,0,XV,7.0,10.0,7.0,404365.843112031,0.8949639473309648
27.0,district heating,0.0,medium,0.0,339063.3915510703,196363.63636363635,3.0,0,Budapest,2015-05-30,0,0,0,1,79423,131.0,flat,,Budapest XIX.,55.0,6,263103.7519367698,10.8,,4,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.0,2015-05-30,2015,5,30,110,south-east,0,0,0,0,1,0,0,XIX,6.0,6.0,6.0,281316.0554959195,0.9352603479135095
109.0,tile stove (gas),0.0,medium,0.0,351167.47272423387,338181.8181818182,2.0,7,Budapest,2015-07-17,1,0,1,1,117618,182.0,flat,south-west,Budapest VII.,55.0,3,437504.8278014372,18.6,4,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,2015-07-17,2015,7,17,158,south-west,0,0,0,0,0,1,0,VII,3.0,4.0,3.0,461640.549700678,0.9477175003043167
87.0,central heating with own meter,0.0,novel,0.0,431104.8421386678,552500.0,2.0,7,Budapest,2016-05-29,1,0,0,1,355550,59.0,flat,,Budapest VII.,40.0,1,582232.2515842717,22.1,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.0,2016-05-29,2016,5,29,475,south-west,0,0,0,0,0,1,0,VII,1.0,1.0,1.0,712567.5716665093,0.8170905816308517
31.0,district heating,2.0,good,0.0,404879.3329301469,306666.6666666667,1.0,0,Budapest,2016-02-15,2,0,1,0,277012,366.0,flat,south-west,Budapest XIII.,60.0,0.5,344102.5103658855,18.4,3,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2016-02-15,2016,2,15,371,south-west,0,0,0,0,0,1,0,XIII,0.5,3.0,0.5,390361.3138074763,0.8814974696380765
26.0,central heating,0.0,renewed,0.0,419757.266038827,344000.0,2.0,3,Budapest,2016-04-14,2,0,4,1,322441,248.0,flat,,Budapest III.,50.0,5,372312.0539575963,17.2,5.0,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2016-04-14,2016,4,14,430,east,0,0,0,0,0,0,0,III,5.0,10.0,5.0,404127.4815627172,0.9212737835049127
31.0,konvection gas burner,1.0,renewed,0.0,421018.10782769823,678000.0,1.0,5,Budapest,2016-04-19,1,0,3,1,326381,40.0,flat,south-west,Budapest V.,50.0,1,731603.5361134617,33.9,,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.0,2016-04-19,2016,4,19,435,south-west,0,0,0,0,0,1,0,V,1.0,1.0,1.0,800106.3224533589,0.9143828958508318
6.0,district heating,2.0,good,2.0,416226.9090299877,298333.3333333333,1.0,0,Budapest,2016-03-31,2,0,0,1,310990,44.0,flat,south-east,Budapest XIII.,60.0,8,325625.5722315992,17.9,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2016-03-31,2016,3,31,416,south-east,0,0,0,0,1,0,0,XIII,8.0,8.0,8.0,396995.69418415293,0.8202244432418263
48.0,"gas furnace, circulating hot water",0.0,good,0.0,339819.89662439306,338461.53846153844,3.0,7,Budapest,2015-06-02,1,0,0,1,81842,116.0,flat,south,Budapest VII.,65.0,2,452488.3455785407,22.0,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,2015-06-02,2015,6,2,113,south,0,0,0,1,0,0,0,VII,2.0,2.0,2.0,525000.2054291739,0.8618822257576897
48.0,district heating,0.0,good,4.0,351167.47272423387,300000.0,2.0,13,Budapest,2015-07-17,2,0,1,1,117882,269.0,flat,,Budapest XIII.,45.0,0.5,388109.1214367588,13.5,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2015-07-17,2015,7,17,158,west,0,0,0,0,0,0,1,XIII,0.5,0.5,0.5,439643.29670393886,0.8827818468891979
3.0,district heating,0.0,medium,0.0,384705.86430820776,234285.71428571426,3.0,3,Budapest,2015-11-27,2,0,0,0,223381,20.0,flat,,Budapest III.,70.0,3,276671.1521163188,16.4,,4,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,2015-11-27,2015,11,27,291,east,0,0,0,0,0,0,0,III,3.0,3.0,3.0,308136.39081282256,0.8978853532570344
35.0,"gas furnace, circulating hot water",0.0,renewed,0.0,317376.9127824857,388000.0,1.0,0,Budapest,2015-03-05,1,0,3,0,18206,70.0,flat,,Budapest VI.,25.0,0,555396.6698570765,9.7,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,2015-03-05,2015,3,5,24,south-east,0,0,0,0,1,0,0,VI,0.0,4.0,0.0,704412.1429881501,0.7884541392217589
83.0,konvection gas burner,0.0,to_be_renovated,0.0,322924.616653519,142857.14285714287,1.0,20,Budapest,2015-03-27,1,0,1,0,32998,865.0,flat,north-west,Budapest XX.,35.0,0,200977.61327257485,5.0,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20.0,2015-03-27,2015,3,27,46,north-west,0,0,1,0,0,0,0,XX,0.0,0.0,0.0,253405.26168647574,0.7931074987749595
59.0,central heating with own meter,1.0,novel,4.0,355454.3348063959,358000.0,1.0,14,Budapest,2015-08-03,1,0,1,1,129790,213.0,flat,south-west,Budapest XIV.,50.0,4,457557.9324581328,17.9,7,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14.0,2015-08-03,2015,8,3,175,south-west,0,0,0,0,0,1,0,XIV,4.0,7.0,4.0,566718.3340479336,0.8073815597069286
41.0,district heating,2.0,good,3.0,401096.8075635333,307142.85714285716,2.0,0,Budapest,2016-01-31,2,0,4,1,264946,1954.0,flat,south-west,Budapest XI.,70.0,10,347886.91313671507,21.5,10,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0,2016-01-31,2016,1,31,356,south-west,0,0,0,0,0,1,0,XI,10.0,10.0,10.0,395151.1457976945,0.8803894834581163
95.0,konvection gas burner,1.0,medium,0.0,374114.79328168964,298333.3333333333,1.0,6,Budapest,2015-10-16,1,0,3,0,189141,543.0,flat,,Budapest VI.,60.0,0,362279.5138417024,17.9,3,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,2015-10-16,2015,10,16,249,south-east,0,0,0,0,1,0,0,VI,0.0,3.0,0.0,462248.8483136195,0.7837326478224313
40.0,"gas furnace, circulating hot water",1.0,renewed,0.0,403366.32278350147,417500.0,1.0,14,Budapest,2016-02-09,1,0,3,0,272998,540.0,flat,south-west,Budapest XIV.,40.0,4,470222.8408810542,16.7,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14.0,2016-02-09,2016,2,9,365,south-west,0,0,0,0,0,1,0,XIV,4.0,4.0,4.0,502020.3600243175,0.9366608972956334
7.0,konvection gas burner,0.0,good,4.0,336289.5396155537,227272.72727272726,2.0,4,Budapest,2015-05-19,1,0,2,0,70812,120.0,flat,south,Budapest IV.,55.0,0,307030.02076266747,12.5,4,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,2015-05-19,2015,5,19,99,south,0,0,0,1,0,0,0,IV,0.0,4.0,0.0,375705.94019663817,0.8172083214919975
137.0,konvection gas burner,0.0,novel,0.0,313846.55577364634,287500.0,1.0,10,Budapest,2015-02-19,1,0,1,0,7762,54.0,flat,,Budapest X.,40.0,0.5,416166.7310830599,11.5,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,2015-02-19,2015,2,19,10,south-west,0,0,0,0,0,1,0,X,0.5,0.5,0.5,451079.4445072762,0.9226018524024029
121.0,central heating,0.0,good,0.0,330237.49902897194,272727.2727272727,2.0,13,Budapest,2015-04-25,2,0,1,1,52766,1049.0,flat,,Budapest XIII.,55.0,5,375188.1042002673,15.0,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,2015-04-25,2015,4,25,75,west,0,0,0,0,0,0,1,XIII,5.0,5.0,5.0,407892.048866435,0.9198220589073638
69.0,central heating with own meter,0.0,novel,0.0,409922.7000856317,438000.0,2.0,13,Budapest,2016-03-06,1,0,1,1,293977,103.0,flat,north-west,Budapest XIII.,50.0,2,485421.512299855,21.9,6,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13.0,2016-03-06,2016,3,6,391,north-west,0,0,1,0,0,0,0,XIII,2.0,6.0,2.0,633799.2691987419,0.7658915620296184
16.0,"gas furnace, circulating hot water",0.0,renewed,4.0,346880.61064207176,305454.54545454547,2.0,16,Budapest,2015-06-30,1,0,2,0,104605,102.0,flat,,Budapest XVI.,55.0,0.5,400049.235047296,16.8,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16.0,2015-06-30,2015,6,30,141,south-west,0,0,0,0,0,1,0,XVI,0.5,4.0,0.5,448524.1861843761,0.8919234399610428
29.0,electric,0.0,good,0.0,412192.21530559985,357500.0,1.0,0,Budapest,2016-03-15,1,0,0,0,299805,66.0,flat,south,Budapest XIV.,40.0,1,394024.41948437743,14.3,,1,good,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0,2016-03-15,2016,3,15,400,south,0,0,0,1,0,0,0,XIV,1.0,1.0,1.0,442075.2170417539,0.8913062852088403
22.0,central heating,0.0,medium,0.0,343602.42199100665,360000.0,1.0,13,Budapest,2015-06-17,1,0,3,1,93840,71.0,flat,south-west,Budapest XIII.,30.0,0,475984.88459922414,10.8,5,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,2015-06-17,2015,6,17,128,south-west,0,0,0,0,0,1,0,XIII,0.0,5.0,0.0,533117.024884531,0.8928337726643015
46.0,konvection gas burner,0.0,good,0.0,423287.6230476664,320000.0,2.0,0,Budapest,2016-04-28,1,0,0,0,334236,53.0,flat,north,Budapest XIV.,60.0,2,343448.23241117154,19.2,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,2016-04-28,2016,4,28,444,north,1,0,0,0,0,0,0,XIV,2.0,2.0,2.0,412556.5275585676,0.8324876943376317
33.0,konvection gas burner,1.0,renewed,3.0,412444.3836633741,233333.33333333334,1.0,0,Budapest,2016-03-16,1,0,2,0,300455,120.0,flat,south-east,Budapest XXI.,60.0,3,257014.88033619104,14.0,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21.0,2016-03-16,2016,3,16,401,south-east,0,0,0,0,1,0,0,XXI,3.0,4.0,3.0,314725.5229153021,0.8166318319387083
2.0,district heating,0.0,good,0.0,314855.22920474334,318000.0,2.0,11,Budapest,2015-02-23,1,0,3,0,10159,322.0,flat,,Budapest XI.,50.0,2,458841.9180460703,15.9,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0,2015-02-23,2015,2,23,14,east,0,0,0,0,0,0,0,XI,2.0,2.0,2.0,519845.1316257029,0.8826511784599035
1.0,"gas furnace, circulating hot water",1.0,renewed,0.0,416226.9090299877,508888.8888888889,1.0,0,Budapest,2016-03-31,1,0,3,0,311204,124.0,flat,north-west,Budapest VI.,45.0,3,555443.2479779234,22.9,3,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,2016-03-31,2016,3,31,416,north-west,0,0,1,0,0,0,0,VI,3.0,3.0,3.0,659429.6226125868,0.8423086087296457
1.0,electric,1.0,novel,0.0,407653.1848656635,356666.6666666667,1.0,11,Budapest,2016-02-26,1,0,0,0,287183,89.0,flat,south,Budapest XI.,30.0,-1,397483.0012983219,10.7,,2,novel,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.0,2016-02-26,2016,2,26,382,south,0,0,0,1,0,0,0,XI,-1.0,-1.0,-1.0,478232.8495037368,0.8311495157866943
